comments,samsung,apple,token,samsung/manually,apple/manually
گوشی خوبیه   ولی تو ایران با پردازنده اگزینوس ۲۱۰۰ وارد میشه که خیلی پایینه   الان آ ۵۱ پردازندش اگزینوس ۹۶۱۱ هست   یعنی این گوشی از آ۵۱ هم پایین تره ؟ آخه چرا سامسونگ داره این کار رو با ما میکنه ؟ این گوشی خوباش همشون پردازندشون پایینه    7,Disagree,Neutral,195,Disagree,Neutral
"دوربین  دوستان دلیلش چیه که دوتا تله فوتو 10 مگاپیکسلی داره که یکیش ده برابر اپتیکال و یکیش سه برابر ، خب مگه ده برابر کار 3برابر رو نمیکنه؟  10",Neutral,Neutral,111,Neutral,Neutral
"بهترین گوشی حال حاضر دنیای گوشیهای موبایل   از همه نظر عالی فقط پردازنده اسنپدراگون رو بگیرید که از اگزینوس ۲۲۰۰ خیلی سرتره   دوربین فوق العاده ، قدرت پردازش عالی ، طراحی بینظیر و شیک و خیلی منحصر به فرد ، خوش دست و در یک کلام فوق العاده   امیدوارم که از داشتنش لذت ببرید     10",Agree,Disagree,202,Agree,Neutral
"باتری بد  همه عالیه رجط باتری توقع میرف ۶۰۰۰ یا ۷۰۰۰ بزنن F13 با قیمت پایینش ۶۰۰۰ میله انتطار بیشتر بود‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌،‌‌‌‌‌‌‌      ‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌  10",Disagree,Neutral,212,Disagree,Neutral
"مدل اسنپ دراگون بهتر از اکسینوس ۲۲۰۰  اس ۲۲ اولترا به‌عنوان یک گوشی گیمینگ نمایشگر خیلی خوبی با روشنایی بالایی دارد، اسپیکرهای گوشی استریو هستند و مصرف باتری گوشی هم برای گیمیرها خوب به نظر می‌رسد  باتوجه به نوع بازی، اس ۲۲ اولترا بازی‌ها را با نرخ فریم متفاوتی اجرا می‌کند  باتوجه‌به بررسی نسخه اسنپ‌دراگون اس ۲۲ اولترا در زومیت و مقایسه عملکرد آن با نسخه اکسینوس ۲۲۰۰، می‌توان گفت که نسخه اسنپ‌دراگون عملکرد با ثبات‌تری در مقایسه با اکسینوس ۲۲۰۰ دارد  در مجموع باتوجه‌به نوع بازی، گلکسی اس ۲۲ اولترا نیز در جایگاه گوشی‌های گیمینگ مطرح برای خریداری قرار می‌گیرد  بنابراین می‌توانیم بگوییم که سامسونگ گلکسی S22 Ultra ویژگی‌های یک گوشی گیمینگ را دارد و می‌تواند اکثر بازی‌ها را روی تنظیمات گرافیکی بالا با فریم خوب اجرا کند    8",Agree,Neutral,572,Agree,Neutral
قاتل پرچمدار با اسنپ دراگون قدرتمند  من هم گوشی شیایومی داشتم هم اپل و هم سامسونگ ولی تو این سه برند فقط شیایومی و سامسونگ عملکرد خوبی داشتن سامسونگ اسنپ دراگون واقعا قدرتمنده و دوربینی که اپل و شیایومی رو زمین گیر کرده و تنها مشکلش باتریشه که کمو بیش خالی می‌کنه برعکس شیایومی که خیلی باتری قوی داره مخصوصا ۱۲تی پرو که با دوربین ۲۰۰واقعا همرو شگفت زده کرده ولی s22الترا واقعا پرچمدار قدرتمندیه و من ازش راضی هستم و مشکلی ندارم  10,Agree,Disagree,325,Agree,Disagree
"S 22 ultra  چرا بعضیا میان ۱ میدن ، واقعا متاسفم 🤦&#55356;�‍♀️ این گوشی ، گوشی هست که موبونیوز با ۱۳ پرومکس مقایسه کرده و سامسونگ رو برنده کرده اپل خوبه اما تو ایران بدرد نمیخوره ، نرم افزار ایرانی رو نمیتونه نصب کنه و پولین از اونطرف هم که برنامه های آنلاک رو نمیتونه نصب کنه سامسونگ خیلی خوب داره پیشرفت می‌کنه ، شما به راحتی میتونی از زوم 100x تو دوربینش استفاده کنی که عکسای خیلی خوبی میشه با ماااه گرفت و کیفیتش رو از دست نمیده   اپل از زوم 10x کیفیت خودشو از دست میده و این خیلی بده ، عکسهایی که با اپل میگیرید زرد طور هست 😐 کسایی که طرفدار اپل هستن ، بدون شک فقط می‌خوام پز بدن ، اپل فقط اسم و رسم داره و گوشی های خوبه اما واسه ایران نه سامسونگ این همه گوشی های خوب داره تولید می‌کنه که بازم متاسفم برای اونایی که میان میگن نه فقط اپل خلاصه من ترجیح میدم شما بری اینستاگرام یا یوتیوب ، فیلم بررسی این گوشی و فیلم مقایسه ۱۳ پرومکس و اس ۲۲ اولترا رو از موبونیوز ببینی که بفهمی چقدر خوبه   قبل از کامنت گذاشتن هم برو معنی اصلی تمام کلمات رو بفهم بعد بیا نظر بده      خلاصه مرسی از زومیت ❤️   10",Agree,Disagree,732,Agree,Disagree
اس ۲۲ اولترا گوشی قوی و سریع  دوستان چند روز دارمش  فقط بگم بسیار سریع و بی عیب وقدرتمند  شارژ فوق سریع  خیلی کم گرم میشه  زوم عالی کارهای سنگین رو مثل آب خوردن انجام میده  ای کاش قیمتش اندازه ای بشه که هموطنان بیشتری بتونن بخرنش  10,Agree,Neutral,183,Agree,Neutral
"طراحی خاص و قدرتمند   من ۱۰ روزی هست که این گوشی رو خریدم و دارم  نسبت به ایفون ۱۳ باریکتر و سبکتره و طراحی زیباتری داره    بخصوص با قاب مخصوص اورجینال خودش ، ساعت گوشه صفحه با قاب اصلی عمل میکنه و در کل گوشی خوب و کاملیه  من رنگ مشکیشو خریدم اما با قاب سبز و سفید ازش اسفاده میکنم ، رنگ سبزش خیلی خاصه و برای خانم ها هم رنگ شرابیشو توصیه می کنم   در جعبه اصلی فقط کابل داره ، پیشنهاد می کنم برای خرید سری شارژر حتما اورجنیالشو تهیه کنید ،چرا که خیلی سریع تر گوشیتون رو شارژ  می کنه ( ۴۵ دقیقه) با کابل غیر اورجینال ( بیشتر از ۱ ساعت)  10",Agree,Disagree,400,Agree,Neutral
قدرت خالص   سامسونگ در این نسل توانست برای بار دیگر بگوید که اپل نخواهد توانست فروش بالایی ای را نسبت به سامسونگ نشان دهد من هم در حال حاضر که در خدمت شما هستم از GALAXY A52 5Gاستفاده می کنم زنده باد سامسونگ  بدرود   10,Agree,Disagree,144,Agree,Disagree
S22  من ی نظریه ک دارم و کلا نظره شخصیمه  سامسونگ ی شرکته کاملیه و برای همه مدل افراد جهان ی نوع گوشی زده از همون a01 گرفته تا s22 ultra از افرادفقیر ناتوان تا پولدار یا مثلا سریه نوت هاش برا اونایی ک طراحن یا برا کارایه دیگ لازم دارن یعنی هر گوشی امکاناته خودشو داره ک هرکی بر اساس نیازایه خودش گوشیشیو انخاب میکنه من خودم طرفداره سامسونگم و خودمم بد جور زده تو مخم ک s 22 داشته باشه البته این حرفام ب این معنی نیس ک از بقیه گوشیا بدم میاد  آیفون هم گوشیایه عالی زده ولی یکم برا ما ایرانیا سخته یکم محدوده بنظرم و اون چیزایی و برا ماها دوتا خوبی داره یکی اینکه دوربینایه خوبی داره و دوم اینکه از نظر اینکه سرعت بالایی داره و نسبت ب سامسونگ سرعت بیشتر و هنگیه کمتری داره شیائومی رو نمیدونم ولی هر کی گرفته راضیه ولی اونم بنظرم خدمات پس از فروشه ضعیفی داره ی چیز دیگه ای هم ک هست حالا من با s22 یاs21 کار نکردم ولی با تحقیقاتم ب این نتیجه رسیدم ک دوربینایه سامسونگم پابه پایه پرچمداره ایفون هستش و اگ من پوله این دوتا گوشیو داشته باشم صددرصد سامسونگ میگیرم چون فقط دنباله اسم یا پز نیستم دنباله کاراییشم و بنظرم سامسونگ کاراییش بیشتره  10,Agree,Neutral,753,Agree,Disagree
عالی   بنظر من یکم کم تر نسبت به ایفون در ضربه مقاوم تر نیست!! که اینم مشکل نداره یه قاب مشکل حل میکنه !!!! و کاش زودتر در ایران موجود شه و زومیت لطفا زود تر بررسی بزار ممنون و اینکه ایفون بر خلاف سامسونگ در ایران همه ی امکاناتش نیست و این یه بدیه   10,Disagree,Neutral,176,Neutral,Neutral
"بهترین گوشیه جهان  من با آیفون هم کار کردم ، با گوشیه s21 ultra هم کار کردم و s21 ultra خیلی از آیفون بهتره  و اینایی که میگن پردازش اش کنده ، در جواب این دوستان اگه آیفون هم محدودیت در نصب نرم افزار نداشت و همه برنامه هاش در ایران پشتیبانی میشد مطمئنا از s21 ultra خیلی سرعتش پایین تر میشد         10",Agree,Disagree,199,Agree,Disagree
"s22  بنظر من سامسونگ باید توی s22یه تغییراتی توی سخت افزار دوربینش میداد تا بتونه توی مصرف باطری بهینه عمل کنه، بنظرم اینه که بزرگترین ضعف این گوشی ها توی باطری هستش توی دوربین بهترین عملکرد دارن ولی درکل بهترین گوشیه که توی عمر دیدم،از خانواده ما s21ultra دارن و خیلی فوق العادس   10",Agree,Neutral,196,Agree,Neutral
ایفون خیلی بهتره   گوشی خوبیه اما متاسفانه من چند ساله با ایفون کار میکنم اصلا نمیتونم با اندروید کار کنم و سیستمش بنظرم خیلی ضعیف تر از ایفونه اما زومش واقعا عالیه ک زیاد کاربردی نیست ولی بازم نسبت به سری های قبلی سامسونگ بد نیست  1,Neutral,Agree,171,Neutral,Agree
چند تا آمار جالب نسبت به آیفون  بالای بیست تا بررسی و مقایسه ازش توی یوتیوب دیدم و خلاصه نتیجه گیریشو مینویسم: محاسن اس 22 (شاید بگیم نوت 22 بهتره) نسبت به آیفون 13 پرو مکس: 1- داشتن قلم فوق العادش یعنی اس پن همراه خود گوشی 2- طراحی جذاب مدرن و خوش دست بودنش 3-سهولت کار و انتقال فایل بین کامپیوتر و ناکس سامسونگ 4- پورت تایپ سی که خیلی مهمه و اصلا نمیشه شوخیش گرفت 5- باطری قویتر نسبت به آیفون البته با اختلاف کم و شارژ سریع قوی تر 6-سخت افزار قدرتمند 7- دورگیری فوق العاده سوژه با هوش مصنوعی در حالت پرتره که واقعا بی نظیره برعکس آفون که خیلی خطا داره(من خودم عکاسم) 8- زووم خیلی قوی و تا ده برابر تقریبا کیفیت عکسو حفظ میکنه برعکس آفون که تو همین زوم نابود میشه تصویر 9- قابلیت آبجکت ترک و دنبال کردن سوژه بصورت نرم افزاری که آیفون چنین قابلیتی نداره 10- دریافت چهارسال آپدیت اندروید و امنیتی که نشون دهنده عمر بالای این گوشیه و سامسونگ اینقدر خیالش راحته معایب اس 22 اولترا نسبت آفون 13 پرو مکس 1- داینامیک رنج خیلی ضعیف تر در ثبت عکس و ویدیو 2- خذف نور فلیر آیفون خیلی بهتره 3- پردازشگر خیلی قوی تر آیفون 4- استابیلایزر خیلی ضعیف تر نسبت به آیفون 5- امکان افکت گذاری و کالر کارکشن در آیفون که ای کاش سامسونگ هم داشت 6-تغییر فوکوس آیفون بعد از فیلمبرداری که سامسونگ فاقد چنین قابلیتیه   9,Agree,Disagree,903,Neutral,Neutral
"خوب اما نه به اندازه کافی   من خودم الان s21 ultra دارم و با این اطلاعاتی که الان از s22 بیرون اومده منهای در نظر گرفتن قلم ، دیگه از نظر گرافیکی و سخت افزاری تفاوت زیادی با s21 نداره و این افزایش قیمت 25% نسبت به نسخه قبلیش توجیه نداره در مجموع گوشی خوبیه ولی من انتظار داشتم لاقل مشکل باطریشو حل کنه ولی متاستفانه نه در دوربین نه در نمایشگر و نه در باطری تفاوت زیادی ایجاد نشده   8",Disagree,Neutral,259,Disagree,Neutral
"پرچم دار  واقعا و واقعا عالیه هرکی نمره 1 داده ، خدا شفاش بده   این دیگه ته پرچم داره ها هست اپل و شیائومی هیچ وقت به پای سامسونگ نمی رسند تازه نسخه ای که تو ایران میاد اگزینوس 2200 داره که من تحقیق کردم دیدم تو بخش GPU از هشت نسل 1 که ادرنا 730 داره قوی تره 😏😏 دم AMD و سامسونگ گرم ❤❤💗  10",Agree,Disagree,210,Agree,Disagree
اقا چرا می‌آیین به این گوشی امتیاز کم میدین؟  چرا ۱۰ نفر اومدن به این گوشی امتیاز ۱ دادن؟ مطمئنم همشون طرفدار شیائومی هستن که دیدن سامسونگ یه گوشی خفن زده حسودیشون شده نمره یک دادن  طرفدار های شیائومی این بدونین سامسونگ قدیمی مرد  الان سامسونگ خیلی گوشی های خفنی میزنه  الان a52 و a72 و a52 5g و a52s و      همشون دوربین هاشون تو بازه قیمتی که هستن از گوشی های شیائومی قوی تره  حالا بحث رو به یه چیز دیگه نمیکشم  در کل گوشیه خیلی خفنی هست و مطمئنم اگه بیاد بازار بهترین پرچمدار میشه  10,Agree,Neutral,370,Agree,Neutral
عالی  واقعا بعضی هارو درک نمیکنم ۱ دادن خب بی ش ع ور چرا یک میدی نمیتونی اینو تحمل کنی ب د بخت!؟ گوشی بسیار عالی و محشر😎‌‌‌‌‌‌‌‌‌‌ ‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌ ‌ ‌ ‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌   ‌‌‌ ‌ ‌ ‌‌‌‌‌‌‌‌  10,Agree,Agree,228,Neutral,Neutral
آیفون ۱۳  این گوشی حرف نداره هم لحاظ کیفیت هم کارایی اگر به دنبال گوشی خوب و بی نقص هستید این گوشی رو من به شما پیشنهاد میکنم اما اگر به دنبال گوشی هستید که باهاش خیلی کار کنید و ازش کار بکشید این گوشی به شما پیشنهاد نمیشه زیرا باتری آن ۳۲۴۰ میلی آمپر هست    10,Neutral,Agree,194,Neutral,Agree
بررسی ایفون ۱۳  من ی مدت میشه از نسخه ۲۵۶ گیگ این گوشی استفاده میکنم و از همه نظر (سیستم عامل قوی و پر سرعت - بالا آوردن نرم افزار ها - دوربین عالی - کیفیت صدای عالی و   ) از گوشیم راضیم و تنها موردی که من رو اذیت میکنه باتری گوشیه که نهایتا ۱۰ ساعت دوام میاره ( البته که تو اون ساعات مدام ازش استفاده میکنم منتها سطح انتظار من بیشتر از این بود) و جدا از این مشکل بنظرم هیچ محدودیت دیگه ای نداره و ایراد دیگه ای نمیتونم ازش بگیرم    8,Neutral,Agree,317,Neutral,Agree
خوب اما بلااستفاده  شما یه ایفون 6 بخر تا ios 15 را هم گرفت   لازم به این همه هزینه نیست     بلااخره همه شرکتا دنبال پولن    حیف شد که ال جی رفت                                                                                                                                                                                                                                                                                                                                                                   8,Disagree,Neutral,105,Neutral,Disagree
عالی  گوشی های اپل همیشه تو همه چی خوبن فقط تو ایرانه که براش برنامه نمینویسن و گرنه بهترنه تو صفحه نمایش با اینکه صفحش 60 هرتز هست ولی باز سرعت 120 هرتز داره چون ios نرم افزار خیلی سریعیه تو پردازش تو همه چی عالیه  10,Neutral,Agree,163,Neutral,Agree
نسبت به قیمتش خوب نیس  تو این رنج قیمت mi 11 ultra هست با s21 ultra که جفتشون هم از نظر پردازشی هم از نظر صفحه نمایش هم از نظر باتری از این بهترن ولی نقطه قوتش ip 68 هست که تا شیش متر هیچیش نمیشهــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ  1,Disagree,Neutral,251,Neutral,Neutral
خوب نیست  تا چهار پنج ماه اول اسموف و روونه ولی بعدش شروع میکنه به: کرش کردن هنگ کردن شارژ خالی کردن ارور دادن موقع اجرای برنامه ها واسه بازی هم که کلا افتضاحه نخرین بهتره اصلا سمتش نیاین پولتون دور میریزین اگر میخواین a23s که الان اومده بگیرین از این خیلی بهتره  2,Agree,Disagree,186,Agree,Neutral
A20S   نسبت به قیمتش دوربین خوبی داشت پردازندش متوسط بود از لحاظ پایداری در دراز مدت یه ذره تو بخش پردازشی ضعیف عمل کرد برای من باطری متوسطی داشت صفحه نمایشش هم نه خوب بود نه بد متوسط رو به بد بود کیفیت بدنه ی کاملا معمولی تو این رنج قیمتی لوازم تعمیراتش هم خوب بود پیدا می شد و کمیاب نبود من با تجربه ام تو دو سالی که این گوشی رو داشتم تجربه ی خوبی بود  7,Disagree,Neutral,254,Agree,Neutral
گوشی خیلی خوب  واقعا گوشی خوبیه من ۸ ماهه دارمش یک بارم هنگ نکرده و داغ نکرده سرعت اینترنتش خوبه و خیلی خوش دسته باطری رو هم خوب نگه میداره من حتی باهاش نزدیک صد تا فیلم دانلود کردم خیلی ازش راضیم به نسبت قیمتشم واقعا خوبه بلندگوش قویه البته دوربینش معمولیه ولی در کل بد نیست نمیدونم چرا بعضیا میگن هنگ میکنه یا بده!ولی شاید علتش اینه که من شنیدم گوشی شانصی خوب در میاد  10,Agree,Neutral,276,Neutral,Neutral
داداش تویی که میای مینویسی غل است نوت ۸ پرو  داداش تو مگه کسی نبودی که اومدی گفتی من همa51داشتم هم نوت۸ پرو که نوت۸ پرو شیاعومی بهتره پ اینجا چیکار میکنی نمیدونم چرا یکی که شیاعونی داره میاد اینجا ضرر مفت میزنه تو چند جا این پیامو نوشتی نکنه همa51داشتی و همa20sو هم نوت۸پرو 😶🤣 برو یه گوشی نوت۸ پرو داری میای اینجا بقیه گوشی هارو میاری پایین دستت رو شد  8,Neutral,Disagree,272,Neutral,Neutral
گوشی خوبیه  من که از گوشیم راضی ام ۶ ماه خریدمش مثل ساعت داره کار میکنه بازی های پاپجی و کالاف دیوتی رو مثل آب خوردن تو گوشی من باز کرد و نکته دوربین خیلی باکیفیت ولی HDRدوربین یا اتوماتیک زیاد خوب نیست بهتره از تنظیمات این بخش خاموش کنید  10,Agree,Neutral,175,Neutral,Neutral
غول است نوت۸پرو  باعرض سلام و عرض ادب خدمت شما دوستان گرامی‌ من 6ماهه که از مدل سامسونگa20s و برادرم هم از مدل شیاومی نوت8پرو 128/6 من تا اولین ماه از گوشیم خیلی راضی بودم اما بعد از یک ما کم کم مصرف شارژش بیشتر شد داغ میکرد الان که 6ماه گذشته روزی حد اقل 3تا4بار به شارژ میزنمش و در طول شب هم 7تا8درصد شارژ مصرف می کنه اما نوت 8پرو برادرم عین روز اولش همه داغ می‌کنه نه چیزی اگه نظر منو می خوای بدونین نوت 8پرو بگیرید نه به خاطر یکم اختلاف قیمت بعدش پشیمون میشد  3,Disagree,Neutral,347,Neutral,Neutral
گوشی خوبی هست  با سلام این گوشی از همه ی نظر ها گوشی خوبیه فقط یک نکته که باید به اون دقت کنید این هست که این گوشی در کار با بعضی app ها یک خورده هنگ میکنه ولی در موقع بازی یا کار با اینترنت بسیار آزار دهنده است  از نظر من مدل A20 از مدل A2۰s گزینه ی بهتری است  یاحق  9,Disagree,Neutral,188,Neutral,Neutral
"مشکل دارد  این گوشی در هنگام تماس و کار با برخی اپلیکیشن ها، هنگ میکند بسیار  علاوه بر این از ابتدا میکروفن ش مشکل داشت و در هنگام تماس صدا به سختی منتقل میشود   قبل از اینکه استفاده را با این گوشی شروع کنید مدتی چک کنید تا در صورت نیاز به نمایندگی، مجبور به حذف بسیاری از اپها و حافظه نشوید  3",Neutral,Disagree,202,Neutral,Neutral
" گوشی عالی هستش  سلام دوستان واقعا گوشی خوبی هستش، یک ماهه که گوشی رو خریدم هیچ مشکل و عیبی نداره واقعا نمیدونم بعضیا بلدن مزخرف سر‌ و هم بکنن و بگن این گوشی خوب نیست نسبت به گوشی هواوی y7 prim2019 , بهتره بازی هایی مثل پابجی و کالاف دیوتی و FIFA رو ریختم داخلش، واقعا مشکلی در اجرای بازی ها نداشت  من پیشنهاد میکنم این گوشی رو بخرید، ضرر نمیکنید  10 ",Agree,Neutral,254,Neutral,Neutral
خوبه ولی بعضی از مواقع کند کار میکنه   بنده چار ماهه این گوشیو خریدم خوبه بد نیست ولی بعضی مواقع کند کار میکنه و بعضی جاها هنگشو نشون میده من این گوشیو با شیائومی نوت ۸ مقایسه کردم واقعا شیائومی خیلی بهتر از اینه ولی ما طرفدار سامسونگ بودیم برا همین سامسونگو انتخاب کردیم یه خواهشی از شرکت سامسونگ دارم که یه بروزرسانی نرم افزار جدید نصب کنن مثه اندروید ۱۱ و امیدوارم که تو این بروزرسانی مشکلات کند شدن گوشیو برامون برطرف کنه   با تشکر  7,Disagree,Neutral,329,Disagree,Neutral
نخرید  اقا بخدا قسم a10 بخرید بهتر از این گوشیه من همه جوره با بیشتر گوشیا مقایسش کردم هم گرافیکش پایینه هم سرعتش هم دوربینش خیلی هنگ میکنه من ظهر گذاشتم عصر برداشتم خود ب خود مینوشت گوگل کروم متوقف شده و سیستمuiمتوقف شده و    شاید فکر کنید ویروس داشته باشه ولی ن کلا گوشی ب درد نخوریه هر از گاهی گیر میکنه تو بیشتر بازی های سنگین هم هنگ میکنه بازی سنگین هم منظورم ن سنگین سنگین مثل کلش و بازی های ۱۵۰ مگابایتی در کل گوشی بسیار مضخرفیه من فکر نمیکردم سامسونگ همچین جنسی بزنه من گوشی های سامسونگ رو خیلی دوست داشتم الان هم قصد دارم بفروشمش و یه a11 بخرم بخدا a20sاز همه گوشی های سریa سامسونگ ب درد نخور تره  3,Disagree,Disagree,438,Disagree,Neutral
عالی  یکی از بهترین گوشی هایی است که دیدم هم باتریش عالیه هم حافظه و هم سرعت گوشی امکانات این گوشی هم خوبه حسگر اثر انگشت پشتش هم به سرعت باز میشه گرافیک صفحه هم خوبه و میتونه بازی های کالاف و پابجی رو به خوبی اجرا میکنه و داغ نمیکنه دوربین این گوشی هم عالیه ولی تنها مشکلی که داره روی حالت واید کمی سرعت دوربین پایین میاد اما این مشکل بزرگی نیست و عالیه و باتری این گوشی که fast شارژه حدودا یک ساعت و چهل و پنج دقیقه طول میکشه که فول شارژ بشه  در کل گوشی فوق العاده و زیبایی است    10,Neutral,Agree,341,Neutral,Neutral
بنظرم گوشی خیلی خوبیه  فقط یه چیزی که خیلی به دردتون می خوره اونایی که دارین یا می خوایم بخرین اندرویدش رو حتما ارتقا بدید تنت تا تو تختت هات تو تو تختت تو تختت توان تو تتتتتتتت تتتتتتتت تختت هات تو تو تختت تو تختت توان به انگلیسی به انگلیسی به انگلیسی و بالعکس مترجم زبان کودک ۶سریال که گفتی رو بفرست تلگرام و اندر این رو نصب کنی یک کیک من و تو تو تختت تو تختت توان به انگلیسی به انگلیسی و بالعکس مترجم زبان کودک شانه   10,Neutral,Neutral,311,Neutral,Neutral
همه لحاظ  باسلام وارزوی سلامتی بنده بیست روزه خریدم انقدر من این گوشی را تحت فشار واستفاده از بازی وغیره وعکاسی وحتی از لحاظ باطری بسیار در سطح خودش بسیار عالی عالی خلاصه خوبه من که تا به حال مشکلی ندیدم خوش باشید  10,Agree,Neutral,147,Neutral,Neutral
A  اخه این چه گوشی هستش ۱۵ دقیقه کالاف بازی میکنی داغون میشه  پردازنده ۱ ۸ خب بخواد ادم اینو بگیره میره y7 2019 پردازنده ۱ ۸ و ۲ ۲ هس رمشم ۳ برای y7 ولی سامسونگ رم ۲ فقط پول برند میگیره اول گوشی میخوای اپل بعد هواوی و شیایومی بعد سامسونگ   1,Disagree,Neutral,192,Disagree,Agree
"بررسی سامسونگ A72  من بیش از یک ساله که این گوشی رو دارم (ظرفیت ۲۵۶ گیگ)  واقعیتش رو بخوام بگم با اینکه خیلی ازش استفاده نکردم و بیشتر بعنوان گوشی دوم برای کارای انترنتی-عکس استفاده شده اما باید بگم فوق العاده است: دوربین، کیفیت تصویری و فیلمبرداری، سرعت کارای اینترنتی-وبگردی(که البته به سرعت اینترنت هم بستگی داره طبیعتا)، باتری و شارژ   همه چی عالیه: فک کنم اگر رنج قیمت پایین تری داشت قطعا یکی از پرفروش‌ترین‌های سامسونگ میشد: اما فقظ بخاطر قیمتش هست که استقبال نمیشه چون توی این وضعیت اقتصادی، مردم فقط دنبال چیزای ارزون هستن  9",Agree,Neutral,398,Agree,Neutral
بخر چون ارزش داره  من این گوشیو پارسال خریدم از همه نظر عالیه دوربینش که حرف نداره خصوصا تو طبیعت که عکسای با کیفیتی میگیره فیلمبرداری هم عالی انجام میده اصلا داغ نمیکنه زود شارژ خالی نمیکنه تو یه ساعت از صفر به صد میرسه خوش دسته هنگ نمیکنه تنها مشکلش اینه که صفحه گوشی یا دستتون نباید کثیف باشه چون خوب کار نمیکنه  10,Neutral,Agree,236,Neutral,Neutral
گوشی a72  دوستان   گوشی عالی هست   برای هر کاری بخرید جوابتون رو میده    تو بازی پاپ جی داغ نمیکنه و فقط گرم کردن بسیار معمولی هست   دوربین عالی    صفحه نمایش بزرگ و با کیفیت     یه امتیاز کم دادم چون 5G درسته تو ایران وجود نداره   اما برای گوشی میان رده بالا با قیمت ۱۱ الی ۱۲ میلیون نداشتن 5G یه کمبود و نقص هست    هر چند تو ایران کارآیی نداشته باشه ولی باید سامسونگ قرار میداد    تو بقیه موارد از پرچمدارها هیچی کم نداره و به سختی تفاوتش رو با پرچمدارها میشه فهمید       9,Agree,Neutral,336,Agree,Neutral
"A72  گوشی خیلی خوبیه فقط اولین نقطه ضعف ممکنه که ضد آب باشه ولی آب بره توش پس مواظب باشید برا من یبار شیشه دوربین ها تر شد   دومیش اثر انگشت اپتیکال دقت کمی داره سوم قیمتش بالاست اگه صفحه نمایش رو زیاد متمرکز نیستین پوکو بگیرین فقط همین  نقاط قوتش هم سرعت بالا دوربین با کیفیت، صفحه نمایش عالی داره که پوکو از این لحاظ خیلی ضعیفه در برابر این گوشی چون قبل این گوشی پوکو داشتم باتری و سرعت شارژ هم عالیه   9",Agree,Neutral,299,Agree,Neutral
گوشی  این گوشی عاااالیهههه بهتون پیشنهاد میکنم حتما بخرید  10,Neutral,Agree,50,Neutral,Neutral
افتضاح  ببنید یعنی خیلی بده ها ۲۵۶ گیگ ش لگ داره و هنگ هم میکنه بعضی وقتا باز ۱۲۸ خوبه دوربینش افتضاح یعنی واقعا بابام نوت ۱۰ پرو مکس داره که ۳ تومن از من ارزون تر خریده من ۳ تا از گوشیم به یکیو مث اون نمیرسه واقعا متاسفم برا سامسونگ که این مدل گوشی سری a رو خیلی بد و با مقاومت خیلی کمتر ساختن  1,Disagree,Neutral,234,Disagree,Neutral
" A72  سلام واقعا خیلی گوشی خوبی هستش فقط یه بدی داره که رنج قیمت داره قيمتش بالا هستش اگه یکمی قيمتش بیاد پایین صد در صد کاربران زیادی هستش که این گوشی رو پسند کرده اند 
عالییییییییییی  10 ",Agree,Neutral,137,Agree,Neutral
" گلکسی A72 سامسونگ  گوشی عالی هست ولی هم ردش که نگیم پشت سرش پوکو ایکس 3 شیائومی 4تا5میلیون کم تره این خیلی گرونه با توجه به امکانات 
اگه هم قیمت بودن یا حتی 2میلیون تفاوت داشتن این خیلی خوب بود                                                                                            5 ",Agree,Neutral,152,Agree,Neutral
بخرید سامسونگ Galaxy A72   طرح دوربین عالی هست فقط یه مشکل که داره پلاستیک هست گوشی داغ نمیکنه و تا 1 ساعت از صفر به صد میرسه برای گیمر ها و بازی بدون هیچ مشکلی بالا میاد مخصوصا رنگ آبی قشنگه این گوشی مثل گوشی های پرچمدار استفاده میشه   10,Agree,Neutral,171,Agree,Neutral
